STT Tổng hợp,STT,Tên cơ sở,Địa chỉ,Ngành nghề/ Loại hình kinh doanh,Tiêu thụ năng lượng (TOE) / Công suất,Tỉnh / Thành phố,Vùng,Ngành / Lĩnh vực,Phụ lục
1629,1629,Công ty TNHH MTV Tiến Dương Tây Ninh,"Số 608, đường Trần Văn Trà, ấp Bàu Lùn, xã Bình Minh, thành phố Tây Ninh, tỉnh Tây Ninh",Sản xuất chế biến tinh bột mì,1.079,Tỉnh Tây Ninh,ĐÔNG NAM BỘ,Ngành Công Thương,Phụ lục II
1630,1630,Công ty TNHH Xuất nhập khẩu - Thương mại - Công nghiệp - Dịch vụ Hùng Duy,"Số 250 Lý Thường Kiệt, khu phố 4, phường Long Hoa, thị xã Hòa Thành, tỉnh Tây Ninh","Sản xuất dầu, mỡ động, thực vật, dầu điều, các sản phẩm từ tinh bột",3.495,Tỉnh Tây Ninh,ĐÔNG NAM BỘ,Ngành Công Thương,Phụ lục II
1631,1631,Công ty TNHH Sản xuất - Thương mại - Dịch vụ tổng hợp xuất nhập khẩu Hữu Đức Tây Ninh,"Tổ 3, ấp Suối Dộp, xã Thái Bình, huyện Châu Thành, tỉnh Tây Ninh",Sản xuất tinh bột và các sản phẩm từ tinh bột,2.389,Tỉnh Tây Ninh,ĐÔNG NAM BỘ,Ngành Công Thương,Phụ lục II
1632,1632,Công ty cổ phần Thép Miền Tây,"Tỉnh lộ 942, ấp Long Hòa, thị trấn Chợ Mới, tỉnh An Giang",Sản xuất thép,2.956,Tỉnh An Giang,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1633,1633,Công ty TNHH An Giang Samho,"Khu công nghiệp Bình Hòa, xã Bình Hòa, huyện Châu Thành, tỉnh An Giang","Sản xuất giày, dép",2.959,Tỉnh An Giang,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1634,1634,Công ty TNHH Tiến Bộ,"Khu công nghiệp Bình Hòa, xã Bình Hòa, huyện Châu Thành, tỉnh An Giang",Sản xuất thép,2.169,Tỉnh An Giang,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1635,1635,Công ty TNHH MTV Nhựa Tý Liên,"Ấp Long Hòa, thị trấn Phước Long, huyện Phước Long, tỉnh Bạc Liêu",Chế biến nhựa,1.491,Tỉnh Bạc Liêu,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1636,1636,Công ty TNHH MTV Nhựa Tý Liên,"Số 130B, ấp Long Hoà, thị trấn Phước Long, huyện Phước Long, tỉnh Bạc Liêu",Sản xuất công nghiệp,1.853,Tỉnh Bạc Liêu,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1637,1637,Công ty cổ phần Bia Sài Gòn - Bạc Liêu,"Khu công nghiệp Trà Kha, phường 8, thành phố Bạc Liêu, tỉnh Bạc Liêu",Sản xuất công nghiệp,1.340,Tỉnh Bạc Liêu,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1638,1638,Công ty TNHH May mặc Alliance One,"Lô B1, B2, B5, B12 khu công nghiệp Giao Long, xã An Phước, huyện Châu Thành, tỉnh Bến Tre","Sản xuất trang phục, in ấn, hàng dệt sẵn",1.458,Tỉnh Bến Tre,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1639,1639,Công ty TNHH Nidee Powertrain Systems Precision,"Lô E1, E2, E3, E12, khu công nghiệp Giao Long, xã An Phước, huyện Châu Thành, tỉnh Bến Tre",Sản xuất ban và các linh kiện trong hộp số tự động,1.828,Tỉnh Bến Tre,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1640,1640,Công ty TNHH Thế giới Việt,"Lô A5, A6, A7, khu A1, khu công nghiệp Giao Long, xã An Phước, huyện Châu Thành, tỉnh Bến Tre",Chế biến thực phẩm,6.800,Tỉnh Bến Tre,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1641,1641,Công ty cổ phần Đông Hải Bến Tre,"Lô AIII, khu công nghiệp Giao Long, xã An Phước, huyện Châu Thành, tỉnh Bến Tre","Sản xuất bột giấy, giấy và bìa",19.959,Tỉnh Bến Tre,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1642,1642,Công ty cổ phần Dịch vụ năng lượng Thành Công,"Lô DN, khu công nghiệp Giao Long, huyện Châu Thành, tỉnh Bến Tre",Cung cấp hơi công nghiệp,82.044,Tỉnh Bến Tre,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1643,1643,Công ty TNHH Minwie Việt Nam,"Lô D1-D2-D3 khu công nghiệp Giao Long, xã An Phước, huyện Châu Thành, tỉnh Bến Tre","Dệt vải, nhuộm in, ép keo vải, dệt và sản xuất khăn lông các loại",4.154,Tỉnh Bến Tre,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1644,1644,Công ty TNHH Hệ thống truyền động chính xác Nidec,"Lô E1, E2, E3, E12, khu công nghiệp Giao Long, xã An Phước, huyện Châu Thành, tỉnh Bến Tre","Sản xuất bi, bánh răng, hộp số",1.828,Tỉnh Bến Tre,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1645,1645,Công ty TNHH Coronet Việt Nam,"Lô EI-7, EI-8, EI-9, khu công nghiệp Giao Long, huyện Châu Thành, tỉnh Bến Tre",Sản xuất da tổng hợp,1.095,Tỉnh Bến Tre,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1646,1646,Công ty cổ phần Bia Sài Gòn - Bến Tre,"Ấp Phước Hậu, xã An Phước, huyện Châu Thành, tỉnh bến Tre",Sản xuất bia,1.101,Tỉnh Bến Tre,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1647,1647,Công ty Điện lực dầu khí Cà Mau (Nhà máy điện Cà Mau 1 và 2),"Xã An Khánh, huyện U Minh, tỉnh Cà Mau",Sản xuất kinh doanh điện,1.185.536,Tỉnh Cà Mau,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1648,1648,Công ty cổ phần Phân bón dầu khí Cà Mau,"Lô D, đường Ngô Quyền, phường 1, thành phố Cà Mau, tỉnh Cà Mau",Sản xuất kinh doanh phân bón và hóa chất,537.707,Tỉnh Cà Mau,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1649,1649,Chi nhánh Tổng Công ty Khí Việt Nam - Công ty Khí Cà Mau,"Cụm công nghiệp Khí - Điện - Đạm Cà Mau, xã Khánh An, huyện U Minh, tỉnh Cà Mau","Thu gom, vận chuyển, tàng trữ, chế biến khí và sản phẩm khí",28.782,Tỉnh Cà Mau,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1650,1650,Công ty TNHH TeaKwang Cần Thơ,"Khu công nghiệp Hưng Phú 2B, phường Phú Thức, quận Cái Răng, thành phố Cần Thơ",Sản xuất giày dép,21.799,Thành phố Cần Thơ,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1651,1651,Công ty cổ phần Bia Sài Gòn - Miền Tây,"Khu công nghiệp Trà Nóc, phường Trà Nóc, quận Bình Thủy, thành phố Cần Thơ",Sản xuất bia và mạch nha ủ men bia,1.386,Thành phố Cần Thơ,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1652,1652,Công ty TNHH Wilmar Agro tại Thốt Nốt,"Giai đoạn 3, khu công nghiệp Thốt Nốt, phường Thới Thuận, quận Thốt Nốt, thành phố Cần Thơ","Sản xuất dầu, mỡ động, thực vật",7.227,Thành phố Cần Thơ,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1653,1653,Công ty TNHH MTV Chế biến nông sản Hoàng Yến,"156/9 Long Thạnh A, phường Thốt Nốt, quận Thốt Nốt, thành phố Cần Thơ",Sản xuất và chế biến thực phẩm,1.278,Thành phố Cần Thơ,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1654,1654,Công ty TNHH Wilmar Agro Việt Nam,"Khu công nghiệp Hưng Phú 2B, phường Phú Thứ, quận Cái Răng, thành phố Cần Thơ","Sản xuất dầu, mỡ động, thực vật",5.413,Thành phố Cần Thơ,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1655,1655,Chi nhánh Công ty Pepsico Việt Nam tại Cần Thơ,"Lô 2.9B, 2.19D, 2.19D1, khu công nghiệp Trà Nóc II, phường Phước Thới, quận Ô Môn, thành phố Cần Thơ",Sản xuất đồ uống,4.269,Thành phố Cần Thơ,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1656,1656,Chi nhánh Công ty cổ phần Sữa Việt Nam - Nhà máy sữa Cần Thơ,"Khu công nghiệp Trà Nóc, phường Trà Nóc, quận Bình Thủy, thành phố Cần Thơ",Bán buôn thực phẩm,1.915,Thành phố Cần Thơ,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1657,1657,Công ty Thép Tây Đô,"Lô 45 Đường số 2, khu công nghiệp Trà Nóc 1, phường Trà Nóc, quận Bình Thủy, thành phố Cần Thơ","Sản xuất, kinh doanh sắt thép.",4.000,Thành phố Cần Thơ,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1658,1658,Công ty cổ phần Đầu tư và phát triển đa quốc gia I.D.I,"Cụm công nghiệp Vàm Cống, ấp An Thạnh, xã Bình Thành, huyện Lấp Vò, tỉnh Đồng Tháp",Chế biến thực phẩm,8.095,Tỉnh Đồng Tháp,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1659,1659,Công ty cổ phần Vạn Ý,"Cụm công nghiệp Bình Thành, xã Bình Thành, huyện Thanh Bình, tỉnh Đồng Tháp",Chế biến thực phẩm,2.889,Tỉnh Đồng Tháp,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1660,1660,Công ty TNHH Thủy sản Phát Tiến,"Lô B3, đường số 2, cụm công nghiệp Mỹ Hiệp, xã Mỹ Hiệp, huyện Cao Lãnh, tỉnh Đồng Tháp",Chế biến thực phẩm,3.353,Tỉnh Đồng Tháp,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1661,1661,Công ty TNHH Xuất nhập khẩu Cỏ May,"Lô 8, 9 10, khu công nghiệp Sông Hậu, xã Tân Thành, huyện Lai Vung, tỉnh Đồng Tháp",Chế biến thực phẩm,1.630,Tỉnh Đồng Tháp,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1662,1662,Ban Điều hành nhà máy điện Kiên Hải,"Xã Hòn Tre, huyện Kiên Hải, tỉnh Kiên Giang",Sản xuất điện,1.688,Tỉnh Kiên Giang,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1663,1663,Công ty TNHH Hwaseung Rạch Giá,"Đường số 4, khu Công nghiệp Thạnh Lộc, xã Thạnh Lộc, huyện Châu Thành, tỉnh Kiên Giang","Sản xuất giày, dép",2.704,Tỉnh Kiên Giang,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1664,1664,Công ty cổ phần Bia Sài Gòn - Kiên Giang,"Khu công nghiệp Thạnh Lộc, xã Thạnh Lộc, huyện Châu Thành, tỉnh Kiên Giang",Sản xuất bia và mạch nha ủ men bia,2.580,Tỉnh Kiên Giang,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1665,1665,Công ty TNHH Giày FU-LUH,"Khu phố Trị Yên, thị trấn Cần Giuộc, tỉnh Long An",Sản xuất giày dép,22.514,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1666,1666,Công ty TNHH MTV Công nghiệp Shundao (Việt Nam),"Khu A và khu B, đường số 10, khu Công Nghiệp Thuận Đạo mở rộng, xã Long Định, huyện Cần Đước, tỉnh Long An",Sản xuất sợi,21.268,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1667,1667,Công ty TNHH Le Long Việt Nam (Đức Hòa),"Cụm công nghiệp Đức Mỹ, xã Đức Hòa Đông, huyện Đức Hoà, tỉnh Long An",Sản xuất pin và ắc quy,17.100,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1668,1668,Công ty TNHH Công nghiệp Chanco,"Đường số 3, khu công nghiệp Anh Hồng, xã Đức Lập Hạ, huyện Đức Hòa, tỉnh Long An","Sản xuất sợi, vải dệt, thoi và hoàn thiện sản phẩm dệt",15.621,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1669,1669,Công ty TNHH Giầy Ching Luh Việt Nam,"Khu công nghiệp Thuận Đạo, thị trấn Bến Lức, huyện Bến Lức, tỉnh Long An",Sản xuất giày dép,14.029,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1670,1670,Công ty cổ phần Thép Tvp,"Số 400, quốc lộ 1A, thị trấn Bến Lức, huyện Bến Lức, tỉnh Long An",Sản xuất sắt thép,13.611,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1671,1671,Công ty cổ phần TKC Kraft,"Khu công nghiệp Hải Sơn (giai đoạn 3+4), ấp Bình Tiền 2, xã Đức Hòa Hạ, huyện Đức Hòa, tỉnh Long An",Sản xuất giấy và sản phẩm từ giấy,11.053,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1672,1672,Công ty cổ phần Sản xuất thép Vina One,"Ấp Voi Lá, xã Long Hiệp, huyện Bến Lức, tỉnh Long An",Sản xuất sắt thép,9.935,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1673,1673,Công ty TNHH Sản xuất và thương mại thép Tây Nam,"Cụm công nghiệp Thiên Lộc Thành, ấp 4, xã Long Sơn, huyện Cần Đước, tỉnh Long An",Sản xuất sắt thép,7.577,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1674,1674,Công ty cổ phần Song Wol Vina,"Lô 36-38-40, đường số 7, khu công nghiệp Tân Đức, huyện Đức Hòa, tỉnh Long An",Sản xuất sợi,7.521,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1675,1675,Công ty cổ phần Dệt Đông Quang,"Khu công nghiệp Hải Sơn, xã Đức Hoà Hạ, huyện Đức Hoà, tỉnh Long An",Sản xuất sợi,7.359,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1676,1676,Công ty cổ phần Thép Việt Thành Long An,"Km 1930, ấp Voi Lá, xã Long Hiệp, huyện Bến Lức, tỉnh Long An",Sản xuất sắt thép,7.020,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1677,1677,Công ty TNHH In BDT Việt Nam,"Lô số 3, đường 15, khu đô thị Tân Đức, xã Hựu Thạnh, huyện Đức Hòa, tỉnh Long An","Sản xuất giấy nhăn, bìa nhăn, bao bì từ giấy và bìa, in ấn",6.907,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1678,1678,Công ty cổ phần Duy Tân Long An,"A18 đường Tân Đô Hải Sơn, khu công nghiệp Tân Đô, xã Đức Hòa Hạ, huyện Đức Hòa",Sản xuất sản phẩm từ nhựa,6.878,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1679,1679,Công ty TNHH Thực phẩm quốc tế Giavico,"Ấp 1, xã Tân Đông, huyện Thạnh Hoá, tỉnh Long An",Sản xuất nước ép trái cây,5.523,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1680,1680,Công ty TNHH Thương mại sản xuất nhựa xốp Nam Phương,"Quốc lộ 1A, xã Long Hiệp, huyện Bến Lức, tỉnh Long An",Sản xuất nhựa xốp,5.473,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1681,1681,Công ty TNHH Phú Thuận Hưng,"Lô số 10,12, đường An Hạ, khu công nghiệp Tân Đức, Đức Hòa Hạ, Đức Hòa, tỉnh Long An",Sản xuất sợi,5.471,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1682,1682,Công ty TNHH Formosa Taffeta Việt Nam,"Ấp 1, xã Nhựt Chánh, huyện Bến Lức, tỉnh Long An",Sản xuất sợi,5.469,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1683,1683,Công ty cổ phần Dệt may Đông Khánh,"Lô E6-E15, đường Hải Sơn Tân Đô, khu công nghiệp Hải Sơn, Ấp Bình Tiền 2, xã Đức Hòa Hạ, huyện Đức Hoà, tỉnh Long An",Sản xuất sợi,4.949,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1684,1684,Công ty cổ phần Kim khí Nam Hưng,"Lô D2-4, đường Vĩnh Lộc 2, khu công nghiệp Vĩnh Lộc 2, ấp Voi Lá, xã Long Hiệp, Bến Lức, Long An","Rèn, dập, ép và cán kim loại; luyện bột kim loại",4.716,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1685,1685,Công ty TNHH Cơ Khí Mian Lan,"Ấp Đức Hạnh 2, xã Đức Lập Hạ, huyện Đức Hòa, tỉnh Long An",Sản xuất sản phẩm bằng kim loại,4.486,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1686,1686,Công ty cổ phần Kim loại màu và nhựa đồng Việt,"Đường số 1, khu công nghiệp Thịnh Phát, tỉnh lộ 830, ấp 3, xã Lương Bình, huyện Bến Lức, tỉnh Long An",Sản xuất kim loại màu và kim loại quý,4.404,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1687,1687,Công ty Cổ phần thép Nguyễn Minh,"Lô D1-9 đến D1-22, khu công nghiệp Vĩnh Lộc 2, đường VL 2, Ấp Voi Lá, Xã Long Hiệp, huyện Bến Lức, tỉnh Long An",Sản xuất sắt thép,4.318,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1688,1688,Nhà máy Phân bón Bình Điền Long An,"Khu công nghiệp Long Định, ấp 4 xã Long Định, tỉnh Long An",Sản xuất phân bón,4.278,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1689,1689,Chi nhánh Công ty cổ phần cáp điện Thịnh Phát tại Long An,"Ấp 3, xã Lương Bình, huyện Bến Lức, tỉnh Long An","Sản xuất dây cáp, sợi cáp, quang học",4.183,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1690,1690,Chi nhánh Công ty TNHH Avery Dennison Ris Việt Nam,"Lô E1, đường Trung Tâm, khu công nghiệp Long Hậu, xã Long Hậu, huyện cần Giuộc, tỉnh Long An",Sản xuất giấy và sản phẩm từ giấy,4.088,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1691,1691,Chi nhánh Công ty TNHH May thêu Thuận Phương - Nhà máy Long An,"Ấp 3 xã Long Cang, Cần Đước, Long An",Sản xuất trang phục,4.083,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1692,1692,Công ty TNHH Sản xuất - Thương mại Tân Thành Hòa Long An,"Lô B1, đường số 6, khu công nghiệp Hòa Bình, xã Nhị Thành, huyện Thủ Thừa, tỉnh Long An","Sản xuất giày, dép",3.889,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1693,1693,Công ty cổ phần Màng Châu Âu,"Cụm công nghiệp Lợi Bình Nhơn, xã Lợi Bình Nhơn, thành phố Tân An, tỉnh Long An",Sản xuất sản phẩm từ nhựa,3.822,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1694,1694,Nhà máy Sản xuất bao ad Star Tú Phương,"Cụm công nghiệp Lợi Bình Nhơn, xã Lợi Bình Nhơn, thành phố Tân An, tỉnh Long An",Sản xuất bao bì từ nhựa,3.797,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1695,1695,Công ty TNHH Yujin Kreves,"Khu công nghiệp Hoà Bình, xã Nhị Thành, huyện Thủ Thừa, tỉnh Long An",Sản xuất sản phẩm bằng kim loại,3.766,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1696,1696,Công ty cổ phần Khu công nghiệp Đồng Tâm,"Khu công nghiệp Thuận Đạo, thị trấn Bến Lức, huyện Bến Lức, tỉnh Long An",Sản xuất đế giày,3.672,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1697,1697,Công ty TNHH Cơ khí chính xác Mien Hua,"Km 1954, quốc lộ 1A, phường Tân Khánh, thành phố Tân An, tỉnh Long An",Sản xuất phụ tùng cho xe có động cơ và động cơ xe,3.648,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1698,1698,Công ty TNHH Xơ tổng hợp Hải Thiên,"Khu công nghiệp Hải Sơn (Giai đoạn 3,4), ấp Bình Tiền 2, xã Đức Hòa Hạ, huyện Đức Hòa, tỉnh Long An",Sản xuất nhựa và cao su tổng hợp dạng nguyên sinh,3.644,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1699,1699,Công ty cổ phần Nhựa Bình Minh,"Khu công nghiệp Vĩnh Lộc 2, ấp Voi Lá, xã Long Hiệp, huyện Bến Lức, tỉnh Long An",Sản xuất sản phẩm từ nhựa,3.560,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1700,1700,Công ty TNHH Hàn Gia,"Khu công nghiệp Tân Đức, xã Đức Hoà Hạ, huyện Đức Hoà, tỉnh Long An",Sản xuất sợi,3.427,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1701,1701,Công ty TNHH MTV Dệt Kim Đông Phương,"Xã Mỹ Hạnh Bắc, huyện Đức Hòa, tỉnh Long An","Sản xuất vải dệt kim, vải đan móc và vải không dệt khác",3.423,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1702,1702,Công ty TNHH QuickPack Việt Nam,"Khu công nghiệp Thuận Đạo mở rộng, xã Long Định, huyện Cần Đước, tỉnh Long An",Sản xuất sản phẩm từ nhựa,3.058,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1703,1703,Công ty TNHH Codaresources Việt Nam,"Lô B4 - B5 - B6, đường số 1, khu công nghiệp Thuận Đạo, thị trấn Bến Lức, huyện Bến Lức, tỉnh Long An","Đúc sắt, thép",3.035,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1704,1704,Công ty cổ phần Thép Top Pro,"Cụm công nghiệp Long Định, Long Cang, Cần Đước, tỉnh Long An",Gia công cơ khí; xử lý và tráng phủ kim loại,2.949,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1705,1705,Công ty cổ phần Bao bì Tín Thành,"Lô C20, cụm công nghiệp nhựa Đức Hòa Hạ, ấp Bình Tiền, xã Đức Hòa Hạ, huyện Đức Hoà, tỉnh Long An",Sản xuất sản phẩm từ nhựa,2.875,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
1706,1706,Công ty TNHH TĐH,"Ấp Bình Tiền 2, xã Đức Hoà Hạ, huyện Đức Hoà, tỉnh Long An",Sản xuất sản phẩm từ nhựa,2.817,Tỉnh Long An,ĐỒNG BẰNG SÔNG CỬU LONG,Ngành Công Thương,Phụ lục II
